"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"METRNL2",5.40831473139936e-33,0.539913147272039,0.612,0.136,1.59826516942314e-28,"6","METRNL"
"UVRAG1",7.51265427126614e-33,0.272247372755815,0.365,0.055,2.22013959024457e-28,"6","UVRAG"
"TSPYL21",7.7791112971952e-33,0.381532836925303,0.776,0.206,2.29888297054713e-28,"6","TSPYL2"
"TOB2",8.62290095034903e-33,0.40361234958499,0.447,0.08,2.54823968884715e-28,"6","TOB2"
"AC058791.12",1.10694219752442e-32,0.5550497261547,0.612,0.132,3.27123558212417e-28,"6","AC058791.1"
"KIF20B",1.76799447748642e-32,0.28462678066245,0.318,0.044,5.22477727986786e-28,"6","KIF20B"
"EIF3F2",2.82722972936828e-32,0.35677739861807,0.788,0.211,8.35502929622914e-28,"6","EIF3F"
"ARID1B1",2.86253320374917e-32,0.271129471259015,0.541,0.108,8.45935812371954e-28,"6","ARID1B"
"PSME21",3.56974080626431e-32,0.298925739068086,0.694,0.172,1.05492980306723e-27,"6","PSME2"
"SLFN11",5.54023061862768e-32,0.292474858266245,0.353,0.054,1.63724895241685e-27,"6","SLFN11"
"H1FX2",1.18287341864283e-31,0.660617937166378,0.729,0.191,3.49562752677329e-27,"6","H1FX"
"CXCR42",2.63889128408174e-31,1.261374109978,0.988,0.365,7.79845152271835e-27,"6","CXCR4"
"LINC005131",1.82141343671011e-30,0.481397903020972,0.435,0.08,5.38264098816571e-26,"6","LINC00513"
"JMY2",2.09896676938448e-30,0.353731939880791,0.565,0.124,6.20286659688502e-26,"6","JMY"
"RHOH2",2.11955939892537e-30,0.488496411035138,0.659,0.159,6.26372193570425e-26,"6","RHOH"
"MDFIC",2.47303211772117e-30,0.260588545345841,0.4,0.068,7.30830451428959e-26,"6","MDFIC"
"SEPTIN62",2.55040054484734e-30,0.399886119909314,0.588,0.132,7.53694369013285e-26,"6","SEPTIN6"
"UXT2",2.91018782475445e-30,0.32556451007929,0.741,0.196,8.60018705971436e-26,"6","UXT"
"SLC25A3",2.91893760353188e-30,0.32721083278243,0.906,0.282,8.6260444059574e-26,"6","SLC25A3"
"YPEL52",3.84486843894171e-30,0.662510732093545,0.953,0.296,1.13623552107605e-25,"6","YPEL5"
"SYAP12",4.49136403073932e-30,0.912797838397998,0.588,0.138,1.32728789836408e-25,"6","SYAP1"
"AL499604.11",7.03891680895766e-30,0.683372848295651,0.424,0.076,2.08014069538317e-25,"6","AL499604.1"
"DDIT41",9.76299367438942e-30,0.397002539389852,0.894,0.259,2.88515989065556e-25,"6","DDIT4"
"NSUN6",1.68862752411055e-29,0.382841649157643,0.282,0.039,4.99023205925148e-25,"6","NSUN6"
"SRP14",2.22974965791729e-29,0.656169287776629,0.976,0.375,6.58935618907716e-25,"6","SRP14"
"CD743",2.88728422832717e-29,1.30885085391235,1,0.526,8.53250235155247e-25,"6","CD74"
"LRIF11",6.32942113652787e-29,0.376824140528226,0.424,0.08,1.87047053426672e-24,"6","LRIF1"
"BTAF1",8.83892646081852e-29,0.276505141315834,0.329,0.051,2.61207954770109e-24,"6","BTAF1"
"EIF51",1.05163002224444e-28,0.579396556609237,0.953,0.326,3.10777704173677e-24,"6","EIF5"
"AC092338.3",1.56533949221288e-28,0.271087986385925,0.329,0.051,4.62589126738751e-24,"6","AC092338.3"
"IKZF11",1.99670578856054e-28,0.431221431658668,0.518,0.111,5.90066494635411e-24,"6","IKZF1"
"C12orf572",2.99723712055132e-28,0.372956654320934,0.765,0.21,8.85743513865326e-24,"6","C12orf57"
"KBTBD8",3.14383073705318e-28,0.273123242315521,0.271,0.037,9.29064859413956e-24,"6","KBTBD8"
"GPBP12",4.21170780783779e-28,0.350003184270852,0.941,0.294,1.24464389137222e-23,"6","GPBP1"
"HINT1",7.36527685899541e-28,0.546212155044255,0.941,0.34,2.17658661737032e-23,"6","HINT1"
"RALGAPA12",1.0774190612751e-27,0.351497573931088,0.506,0.109,3.18398880988017e-23,"6","RALGAPA1"
"CCDC18-AS1",1.20863874474346e-27,0.279665914712605,0.282,0.04,3.57176921846587e-23,"6","CCDC18-AS1"
"CENPC1",1.87307383482153e-27,0.387173493812797,0.459,0.094,5.53530779666457e-23,"6","CENPC"
"AC008105.3",4.81982434304235e-27,0.268248696580865,0.306,0.047,1.42435448985587e-22,"6","AC008105.3"
"HLA-DPB13",6.70066201633944e-27,0.444634657807621,0.965,0.313,1.98017963906863e-22,"6","HLA-DPB1"
"TGFB11",8.1344646302693e-27,0.328228707052678,0.624,0.158,2.40389698753718e-22,"6","TGFB1"
"COMMD6",8.88922801365486e-27,0.335583059024053,0.882,0.297,2.62694466259528e-22,"6","COMMD6"
"CHORDC12",1.06091381259634e-26,0.26462483692954,0.894,0.271,3.13521249898469e-22,"6","CHORDC1"
"SRSF71",1.25895588880423e-26,0.927695223852479,1,0.386,3.72046644259425e-22,"6","SRSF7"
"RGS11",1.43087667918082e-26,1.2151857874641,0.965,0.364,4.22852676231516e-22,"6","RGS1"
"CHD22",1.54833069997843e-26,0.250997150325238,0.8,0.237,4.57562688457626e-22,"6","CHD2"
"FRYL",2.53868873507975e-26,0.260373392632081,0.318,0.052,7.50233294990767e-22,"6","FRYL"
"MALAT13",3.86156121778711e-26,0.87924963838454,1,1,1.14116857108045e-21,"6","MALAT1"
"NRARP1",6.74157019780111e-26,0.482277094248809,0.318,0.054,1.99226882485419e-21,"6","NRARP"
"ITPR1",8.05989399246054e-26,0.287417214130812,0.341,0.059,2.38185987265194e-21,"6","ITPR1"
"NR4A22",1.02721113381669e-25,1.05186592572589,0.812,0.264,3.03561434265509e-21,"6","NR4A2"
"RGS102",1.13239777609413e-25,0.31602289104036,0.565,0.138,3.34646190791338e-21,"6","RGS10"
"NPIPB5",1.47679273030771e-25,0.454244319811834,0.271,0.041,4.36421787660536e-21,"6","NPIPB5"
"USP151",3.05747821615832e-25,0.288543343213825,0.576,0.145,9.03545962439107e-21,"6","USP15"
"FAM118A",4.64677825269265e-25,0.371968377077248,0.353,0.065,1.37321590923573e-20,"6","FAM118A"
"ALG132",5.60440785437271e-25,0.33753175218598,0.518,0.122,1.65621460912422e-20,"6","ALG13"
"AC016831.7",8.38399647319206e-25,0.293523348700491,0.318,0.054,2.47763863775772e-20,"6","AC016831.7"
"ERO1B",9.08649220709161e-25,0.348307940035626,0.376,0.073,2.68524017703971e-20,"6","ERO1B"
"MTRNR2L125",1.04237174968255e-24,0.537671407399575,0.918,0.302,3.08041699466187e-20,"6","MTRNR2L12"
"ILF3-DT",4.41174465194781e-24,0.490969227704433,0.329,0.059,1.30375877954362e-19,"6","ILF3-DT"
"RPS232",1.59275609435597e-23,1.01835411180444,1,0.599,4.70691281004075e-19,"6","RPS23"
"BTG22",6.01973325856195e-23,0.50240075963094,0.788,0.257,1.77895157257023e-18,"6","BTG2"
"ISCA11",6.44514754742806e-23,0.406262384986557,0.447,0.103,1.90467000321594e-18,"6","ISCA1"
"SRGN2",1.52251859802367e-22,1.32327830231302,1,0.469,4.49934696087956e-18,"6","SRGN"
"PMAIP12",2.31477221784413e-22,0.548451315443843,0.812,0.264,6.84061485817296e-18,"6","PMAIP1"
"BCL2A12",7.14235840249982e-22,1.35624121392016,0.612,0.183,2.11070975510675e-17,"6","BCL2A1"
"CHCHD21",1.8046306132995e-21,0.342304580291986,0.976,0.405,5.33304438842269e-17,"6","CHCHD2"
"HLA-DPA13",2.91248702712306e-21,0.287318259070231,0.941,0.332,8.60698166255408e-17,"6","HLA-DPA1"
"SP1101",4.77377508618329e-21,0.315360406639926,0.412,0.093,1.41074601346888e-16,"6","SP110"
"ISG203",6.62012545405864e-21,0.256286363121448,0.706,0.212,1.95637947418341e-16,"6","ISG20"
"HNRNPU",9.8792635157172e-21,0.648341751225172,0.929,0.377,2.91951995416475e-16,"6","HNRNPU"
"COX4I12",1.78494824460073e-20,0.293081617238135,0.953,0.364,5.27487905244408e-16,"6","COX4I1"
"RPL36AL2",2.71896672120483e-20,0.409889217484578,0.941,0.351,8.03509045450452e-16,"6","RPL36AL"
"TRAF1",4.80954063868925e-20,0.328778594391953,0.294,0.056,1.42131544954545e-15,"6","TRAF1"
"RPL43",5.22489583248485e-20,0.277715240638375,0.941,0.359,1.54406121641592e-15,"6","RPL4"
"MCL11",7.71973423319687e-20,0.409170104522349,0.953,0.387,2.28133586059434e-15,"6","MCL1"
"ZFP36",1.83483685928277e-19,0.591141265481522,1,0.413,5.42230988655246e-15,"6","ZFP36"
"G3BP22",5.26489567078297e-18,0.258937424647913,0.553,0.165,1.55588196862978e-13,"6","G3BP2"
"RPS3A3",6.62578370248832e-18,0.855507462879132,1,0.643,1.95805159975935e-13,"6","RPS3A"
"IRF13",9.38235482307932e-18,0.251400853715203,0.671,0.222,2.7726734973164e-13,"6","IRF1"
"MBP1",9.68822153646785e-18,0.278038840405125,0.435,0.114,2.86306322845698e-13,"6","MBP"
"PPP1R15A2",1.02378915681127e-17,0.66682392433557,0.953,0.394,3.02550171620866e-13,"6","PPP1R15A"
"EEF1B22",3.22869258937534e-17,0.656617246659234,0.976,0.408,9.54143234012202e-13,"6","EEF1B2"
"EEF1G2",9.04749703315829e-17,0.308158337724235,0.953,0.384,2.67371632323894e-12,"6","EEF1G"
"EEF1D3",1.01362942957322e-16,0.259708971407854,0.988,0.382,2.99547769027477e-12,"6","EEF1D"
"ATP5F1E1",4.14719290090483e-16,0.35298554875678,1,0.464,1.2255784460754e-11,"6","ATP5F1E"
"ATF31",1.59988596927062e-15,0.283629309283351,0.812,0.315,4.72798301638853e-11,"6","ATF3"
"RPL231",2.20014450088604e-15,0.603300160431181,1,0.477,6.50186702901843e-11,"6","RPL23"
"HLA-DRB13",2.2786534669856e-15,0.616475254111926,0.988,0.438,6.73387672563583e-11,"6","HLA-DRB1"
"SERF22",3.30990074663693e-15,0.260340268298411,1,0.457,9.78141868646146e-11,"6","SERF2"
"HSP90AA12",6.62949360195317e-15,1.3211152536709,1,0.901,1.9591479492492e-10,"6","HSP90AA1"
"NAF1",8.55479846047563e-15,0.435868136578915,0.341,0.089,2.52811404103976e-10,"6","NAF1"
"RPS83",8.92090543165541e-15,0.727808189461349,1,0.626,2.63630597316281e-10,"6","RPS8"
"RACK12",3.45213153975492e-14,0.599761308214258,0.988,0.449,1.02017391262837e-09,"6","RACK1"
"RPL272",1.69105975535248e-13,0.475136561841897,0.988,0.444,4.99741978901764e-09,"6","RPL27"
"H3F3B1",8.35148354745018e-13,0.720611312172237,1,0.642,2.46803041794248e-08,"6","H3F3B"
"RPS94",9.09613765889197e-13,0.750521198711912,1,0.539,2.68809060095576e-08,"6","RPS9"
"RPL63",1.56887316008004e-12,0.661169385623407,1,0.537,4.63633396266852e-08,"6","RPL6"
"RPS123",2.35149303789551e-11,0.577446702033259,0.988,0.739,6.94913222558882e-07,"6","RPS12"
"RPS142",4.40024660693331e-11,0.64959830687429,1,0.552,1.30036087728093e-06,"6","RPS14"
"ZFAND2A",5.42413756200984e-11,0.595476556096391,0.694,0.289,1.60294113232515e-06,"6","ZFAND2A"
"RPLP02",7.23612829046394e-11,0.418336377148538,1,0.504,2.1384206323979e-06,"6","RPLP0"
"KLF62",1.03394585874002e-10,0.26416769817904,0.953,0.434,3.05551680174852e-06,"6","KLF6"
"RPL222",2.06389974944573e-10,0.285568923566952,1,0.476,6.09923653956203e-06,"6","RPL22"
"RPS132",2.23289520975973e-10,0.615460247567554,0.988,0.564,6.59865192388196e-06,"6","RPS13"
"FAU2",2.81796586370666e-10,0.668959464571791,1,0.499,8.32765272042592e-06,"6","FAU"
"HLA-C2",3.35246238079065e-10,0.267981975963101,1,0.442,9.90719682771253e-06,"6","HLA-C"
"RPL112",6.14716059939921e-10,0.553730875493504,1,0.639,1.81660890033445e-05,"6","RPL11"
"RPL342",7.53470169677345e-10,0.604164483056619,1,0.546,2.22665504543049e-05,"6","RPL34"
"RPS282",1.9485719850657e-09,0.529331123308349,1,0.634,5.75841993026615e-05,"6","RPS28"
"HSP90AB12",2.02016222960544e-09,0.642438511911493,1,0.702,5.96998342093e-05,"6","HSP90AB1"
"NACA1",2.6198865891328e-09,0.523020493013651,0.988,0.553,7.74228884820524e-05,"6","NACA"
"RPS112",3.8581470225194e-09,0.516238856119791,1,0.558,0.000114015960809493,"6","RPS11"
"HLA-DRA3",3.06906553697841e-08,0.526488566826612,0.988,0.586,0.00090697024748786,"6","HLA-DRA"
"RPL7A2",3.7261316889981e-08,0.55405889767742,1,0.524,0.00110114643673272,"6","RPL7A"
"RPS4X2",3.73584319216347e-08,0.502136882075384,1,0.64,0.00110401638014815,"6","RPS4X"
"HSPH12",5.06512705772587e-08,0.608653294428367,0.965,0.538,0.00149684634809915,"6","HSPH1"
"NEAT13",1.12128407046218e-07,0.505893103512587,0.976,0.618,0.00331361868502984,"6","NEAT1"
"RPL133",1.27298742644686e-07,0.4387227057138,1,0.749,0.00376193244263575,"6","RPL13"
"TPT13",1.28487725591736e-07,0.392625301029384,1,0.825,0.003797069266687,"6","TPT1"
"RPL37A2",1.55407884777966e-07,0.358023265999035,1,0.542,0.00459261381095844,"6","RPL37A"
"RPS53",1.77070438751878e-07,0.294381764097737,1,0.501,0.00523278560599549,"6","RPS5"
"HSPA1A1",3.75424957087336e-07,0.671568252754812,1,0.956,0.011094558331845,"6","HSPA1A"
"RPL262",6.03994734131208e-07,0.482816938493384,0.988,0.583,0.0178492523830455,"6","RPL26"
"CCL42",6.85546309952186e-07,1.22159830192466,0.471,0.213,0.020259264551707,"6","CCL4"
"UBC",8.72637239213661e-07,0.649965464109876,1,0.781,0.0257881756932421,"6","UBC"
"HSPD13",8.90357155640777e-07,0.565020977992429,0.941,0.518,0.0263118346634962,"6","HSPD1"
"HSPA81",9.02029467946312e-07,0.358469489156028,0.988,0.543,0.0266567748367494,"6","HSPA8"
"RPL152",9.08072252411013e-07,0.456224447115878,0.988,0.554,0.0268353512032503,"6","RPL15"
"RPL192",1.00173981883138e-06,0.476173224302899,1,0.608,0.029603415126105,"6","RPL19"
"RPS244",1.13038450801329e-06,0.436334428876383,1,0.64,0.0334051229808088,"6","RPS24"
"RPL353",1.4105944719139e-06,0.314293531890441,1,0.508,0.0416858878339997,"6","RPL35"
"RPL322",1.4260153023411e-06,0.408674730910796,1,0.641,0.0421416042147841,"6","RPL32"
"RPS193",3.19372497889629e-06,0.392116372614261,1,0.659,0.0943809605763431,"6","RPS19"
"RPL23A3",5.74936657037281e-06,0.405774139532508,1,0.509,0.169905280887657,"6","RPL23A"
"RPL10A2",8.63051801835708e-06,0.259971023143966,1,0.514,0.255049068478488,"6","RPL10A"
"RPL183",1.03080798639607e-05,0.42505344074321,1,0.552,0.304624376139767,"6","RPL18"
"RPL310",1.07774261236489e-05,0.373184867977304,1,0.563,0.318494496806072,"6","RPL3"
"RPL172",2.14056737979342e-05,0.350610023652348,1,0.563,0.632580472076553,"6","RPL17"
"RPL292",2.81147620439144e-05,0.377140120338831,1,0.545,0.830847447921758,"6","RPL29"
"RPL27A3",3.13033509983676e-05,0.333768139933742,1,0.504,0.925076628703758,"6","RPL27A"
"RPS27A2",7.63755425900166e-05,0.337338037203577,0.988,0.678,1,"6","RPS27A"
"RPS15A2",0.000124256520981583,0.364195569909319,1,0.596,1,"6","RPS15A"
"RPL373",0.00013724420036901,0.32333568109585,1,0.63,1,"6","RPL37"
"RPL102",0.000260819692164061,0.273853068698228,1,0.798,1,"6","RPL10"
"HLA-B1",0.000271287897366448,0.284561929148127,1,0.61,1,"6","HLA-B"
"RPS72",0.000923148797937657,0.280262140676458,1,0.577,1,"6","RPS7"
"RPL92",0.00237100186492268,0.274719339488637,0.988,0.604,1,"6","RPL9"
"TPSB2",0,7.04917647893508,1,0.015,0,"7","TPSB2"
"TPSAB1",0,6.73213291058339,1,0.006,0,"7","TPSAB1"
"CPA3",0,5.28141056446103,1,0.004,0,"7","CPA3"
"LTC4S",0,3.67671059966699,0.986,0.02,0,"7","LTC4S"
"HPGDS",0,3.33488160420587,0.855,0.003,0,"7","HPGDS"
"GATA2",0,3.31224892591328,0.884,0.002,0,"7","GATA2"
"IL1RL1",0,3.21123420478564,0.913,0.003,0,"7","IL1RL1"
"MS4A2",0,2.98080824823433,0.913,0.001,0,"7","MS4A2"
"HDC",0,2.97215659789013,0.783,0.003,0,"7","HDC"
"SLC18A2",0,2.38037256008572,0.768,0.001,0,"7","SLC18A2"
"HPGD",0,2.01690627786889,0.536,0.01,0,"7","HPGD"
"VWA5A",0,1.93230159121485,0.681,0.006,0,"7","VWA5A"
"KIT",0,1.92703766602151,0.696,0.013,0,"7","KIT"
"RHEX",0,1.8508211478467,0.623,0,0,"7","RHEX"
"TPSD1",0,1.68730842909437,0.623,0,0,"7","TPSD1"
"PTGS1",0,1.60907459645868,0.609,0.01,0,"7","PTGS1"
"AL157895.1",0,1.59616948532815,0.493,0,0,"7","AL157895.1"
"SIGLEC6",0,1.56986226650867,0.507,0.003,0,"7","SIGLEC6"
"PRG2",0,1.24531003241527,0.261,0.001,0,"7","PRG2"
"KRT1",0,0.950044634314176,0.304,0,0,"7","KRT1"
"CNRIP1",0,0.90887064269555,0.391,0.002,0,"7","CNRIP1"
"CALB2",0,0.904076887383902,0.29,0.001,0,"7","CALB2"
"GCSAML",0,0.899804119074918,0.275,0,0,"7","GCSAML"
"NTRK1",0,0.874795856574327,0.333,0.001,0,"7","NTRK1"
"SLC45A3",0,0.755637957960855,0.275,0.002,0,"7","SLC45A3"
"MAOB",0,0.680900000891109,0.29,0.001,0,"7","MAOB"
"CLU1",2.0850943215398e-271,2.46849486663015,0.855,0.036,6.16187073901442e-267,"7","CLU"
"FER",1.09613892301036e-249,1.33547139222032,0.507,0.014,3.23930974528021e-245,"7","FER"
"AKAP12",1.17912358840905e-249,1.23299892787797,0.391,0.008,3.48454602846642e-245,"7","AKAP12"
"RGS131",9.44875384311328e-234,1.2090011660897,0.435,0.011,2.79229573571684e-229,"7","RGS13"
"ADAM12",2.25078718727657e-232,0.756797440826795,0.304,0.005,6.65152629583971e-228,"7","ADAM12"
"RAB27B",1.80451943489955e-204,1.0239906167328,0.319,0.006,5.33271583401516e-200,"7","RAB27B"
"MITF",9.99058921262118e-189,0.730972178497321,0.333,0.008,2.95241892411381e-184,"7","MITF"
"GALC",3.76739129040215e-184,1.64974707205955,0.536,0.021,1.11333947413964e-179,"7","GALC"
"FERMT2",1.40255402725392e-183,0.774793290208745,0.333,0.008,4.14482766134078e-179,"7","FERMT2"
"DLC1",2.09793591498919e-181,0.654476147751712,0.333,0.008,6.19982021597606e-177,"7","DLC1"
"LPCAT21",4.88730481230724e-181,1.10540739500472,0.464,0.016,1.44429631813304e-176,"7","LPCAT2"
"ABCC4",6.06836941532533e-177,0.821518423591099,0.333,0.008,1.79332452961694e-172,"7","ABCC4"
"LIF",1.43211464635119e-175,1.18218149545766,0.333,0.008,4.23218520289704e-171,"7","LIF"
"P2RX1",3.75815936882198e-158,0.808811034863555,0.261,0.006,1.11061125667427e-153,"7","P2RX1"
"CATSPER1",2.77010750241784e-157,0.725164311197969,0.29,0.007,8.18622169114519e-153,"7","CATSPER1"
"NSMCE1",3.67574173236811e-152,2.00483322851549,0.681,0.042,1.08625519674942e-147,"7","NSMCE1"
"BMP2K1",5.19092999383664e-142,1.66470663053127,0.609,0.036,1.5340236317786e-137,"7","BMP2K"
"ACSL4",8.02022504570572e-136,1.87311456249468,0.725,0.052,2.37013690550695e-131,"7","ACSL4"
"LRMDA",2.53721022549232e-128,0.57217862455514,0.261,0.007,7.4979636583749e-124,"7","LRMDA"
"LEO1",2.73452467514796e-128,1.45076957389801,0.493,0.025,8.08106731999725e-124,"7","LEO1"
"MLPH",5.3304361713198e-126,0.684499896458907,0.493,0.025,1.57525049734843e-121,"7","MLPH"
"SLC26A2",4.78315254933629e-125,1.12679672618911,0.362,0.014,1.41351724137986e-120,"7","SLC26A2"
"ARHGEF6",2.30871938602156e-119,1.41401560358653,0.536,0.033,6.82272752957092e-115,"7","ARHGEF6"
"SMYD3",1.85792902601455e-117,0.857877017910419,0.464,0.024,5.49055185767821e-113,"7","SMYD3"
"BACE2",6.85894966195769e-109,0.630498156712614,0.319,0.012,2.02695680410174e-104,"7","BACE2"
"DUSP61",3.52759271894933e-108,1.89095694138672,0.623,0.048,1.04247420030391e-103,"7","DUSP6"
"ADGRE21",1.32629259428754e-107,0.861459381312741,0.362,0.016,3.91945987463854e-103,"7","ADGRE2"
"ARMH11",2.17179392491083e-107,1.01735413096134,0.464,0.027,6.41808540689648e-103,"7","ARMH1"
"PTGS21",7.27723255271427e-107,2.37743648329864,0.478,0.028,2.15056776397812e-102,"7","PTGS2"
"ACOT7",1.44209604226034e-106,1.13705471979867,0.348,0.015,4.26168222408776e-102,"7","ACOT7"
"KIAA1522",2.43999607400729e-105,0.56223750138067,0.261,0.009,7.21067639790633e-101,"7","KIAA1522"
"CSF1",6.46723857767791e-105,1.57600060175228,0.464,0.027,1.91119834447538e-100,"7","CSF1"
"TIMP3",8.32682334895417e-105,0.577289492702759,0.464,0.026,2.46074283608294e-100,"7","TIMP3"
"CAVIN1",1.44974990934247e-103,0.54222533075213,0.304,0.012,4.28430093208887e-99,"7","CAVIN1"
"ATP6V0A2",4.58384514677877e-103,0.841380928157076,0.362,0.017,1.35461791777606e-98,"7","ATP6V0A2"
"ALOX51",2.77004291737837e-99,0.867397858239531,0.551,0.04,8.18603082943656e-95,"7","ALOX5"
"RHOBTB3",1.8536520964815e-95,0.982575683123332,0.377,0.02,5.47791267552212e-91,"7","RHOBTB3"
"CD821",2.74406820886246e-92,1.37247950571317,0.667,0.064,8.10927037083033e-88,"7","CD82"
"B4GALT5",4.7265738594214e-92,0.961088734054949,0.551,0.043,1.39679710693621e-87,"7","B4GALT5"
"PRKX",9.16936405319743e-92,1.35380298513099,0.623,0.056,2.70973046500091e-87,"7","PRKX"
"MAST4",1.00669606917046e-91,0.932139318657077,0.435,0.027,2.97498822361254e-87,"7","MAST4"
"RAB321",1.2236043070503e-91,0.784566243348463,0.406,0.024,3.61599544819505e-87,"7","RAB32"
"MARCH3",5.57875379856303e-90,0.869913866965771,0.333,0.016,1.64863332255135e-85,"7","MARCH3"
"AHR1",1.11878260852569e-89,1.74139340387159,0.884,0.118,3.30622636471511e-85,"7","AHR"
"CTNNBL1",2.95938174785802e-89,1.02382924672141,0.594,0.052,8.74556494127002e-85,"7","CTNNBL1"
"TENT5A1",1.13159685343261e-84,1.23512702057925,0.609,0.056,3.34409502126405e-80,"7","TENT5A"
"PALM2-AKAP21",1.58702352340687e-84,1.26939483357406,0.522,0.043,4.68997191637198e-80,"7","PALM2-AKAP2"
"IL18R1",2.88416933074833e-84,1.14568160423873,0.348,0.019,8.52329720622748e-80,"7","IL18R1"
"IL181",1.81539228272268e-83,0.940648311979262,0.391,0.024,5.36484727390206e-79,"7","IL18"
"TDRD3",9.60066595323568e-82,0.912992406058131,0.406,0.027,2.83718880250021e-77,"7","TDRD3"
"TESPA1",2.16335218332787e-81,0.979879505122259,0.391,0.025,6.39313837217052e-77,"7","TESPA1"
"KLRG1",4.82352396018893e-80,0.853898986812711,0.333,0.018,1.42544780071503e-75,"7","KLRG1"
"ANKRD9",9.85654940301968e-80,0.687726081955806,0.319,0.017,2.91280747958038e-75,"7","ANKRD9"
"LAT21",3.75348230957908e-79,1.01914325432148,0.522,0.045,1.10922909212681e-74,"7","LAT2"
"CPM",1.44416262466832e-78,0.71284258618693,0.377,0.024,4.26778938841981e-74,"7","CPM"
"ARHGAP181",3.09199141435169e-77,1.038264098605,0.536,0.049,9.13745302769212e-73,"7","ARHGAP18"
"FHL3",4.51630834732267e-77,0.712903932516444,0.275,0.013,1.3346594428008e-72,"7","FHL3"
"CPEB41",5.42129262414901e-77,1.08112398079749,0.638,0.068,1.60210039628852e-72,"7","CPEB4"
"CSF2RB1",1.31683649067829e-76,0.686156861972472,0.275,0.013,3.89151519725248e-72,"7","CSF2RB"
"MYADM1",1.4104843785818e-76,1.7428187313659,0.841,0.124,4.16826343558493e-72,"7","MYADM"
"FHOD1",2.94647481470219e-75,0.528823097130066,0.304,0.016,8.70742237240792e-71,"7","FHOD1"
"TESC",3.12704040091027e-75,0.801084445672683,0.348,0.021,9.24102979277002e-71,"7","TESC"
"MAPK1",4.5122380446951e-75,1.2353142015157,0.58,0.059,1.3334565869683e-70,"7","MAPK1"
"QPCT",4.74144609372104e-75,0.540632007836833,0.275,0.013,1.40119214961644e-70,"7","QPCT"
"LYL11",1.19918735329502e-74,1.00853931574291,0.406,0.029,3.54383846645744e-70,"7","LYL1"
"FCER1G1",8.73826762718532e-74,1.14117810302057,0.913,0.127,2.5823328491858e-69,"7","FCER1G"
"DPY19L1",1.62742648018317e-73,0.60706307374128,0.261,0.012,4.80937073423729e-69,"7","DPY19L1"
"MBOAT7",6.70261619563259e-73,0.745835639008994,0.536,0.05,1.98075713813334e-68,"7","MBOAT7"
"MPP11",4.20789104750423e-71,0.478674262009974,0.362,0.024,1.24351596235845e-66,"7","MPP1"
"TMEM176B1",1.75299748089055e-70,0.95048349918091,0.464,0.039,5.18045815552775e-66,"7","TMEM176B"
"LAPTM4A1",1.05112949147739e-69,1.30355653499077,0.884,0.145,3.10629787321398e-65,"7","LAPTM4A"
"CAPG2",1.69567090458674e-69,1.45136501833346,0.87,0.138,5.01104665723473e-65,"7","CAPG"
"NFE2L3",5.56391929699536e-69,0.780059131026914,0.275,0.015,1.64424943064807e-64,"7","NFE2L3"
"HAVCR21",1.03550078237439e-68,0.768134066975313,0.435,0.036,3.0601119120728e-64,"7","HAVCR2"
"CLCN3",3.84674647260828e-68,0.904056726540272,0.435,0.036,1.1367905175852e-63,"7","CLCN3"
"NT5DC2",1.92284439031657e-67,0.498112236820429,0.29,0.016,5.68238974226353e-63,"7","NT5DC2"
"GIHCG",1.62679792702755e-66,0.781034645757833,0.29,0.017,4.80751323395182e-62,"7","GIHCG"
"ANKRD282",4.82663314788401e-66,1.66478177557042,0.638,0.079,1.42636662786268e-61,"7","ANKRD28"
"RAPGEF21",1.75982420575655e-63,0.655316462941194,0.362,0.027,5.20063249285176e-59,"7","RAPGEF2"
"MSRA",4.27629867765056e-63,0.921297782189602,0.319,0.022,1.26373178521929e-58,"7","MSRA"
"MAPK6",5.59333046999832e-63,1.11003950299854,0.522,0.055,1.6529410204939e-58,"7","MAPK6"
"ALDH1A1",1.42374940193836e-62,0.273888673064114,0.304,0.019,4.20746423260825e-58,"7","ALDH1A1"
"PAK1",9.6461885634006e-62,0.548731220326232,0.406,0.034,2.85064164425614e-57,"7","PAK1"
