"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"RPS111",2.08058600716457e-14,0.421865389847145,0.956,0.556,6.14854776837273e-10,"4","RPS11"
"RPS162",2.65748580063683e-14,0.469865246196596,0.926,0.536,7.85340203804195e-10,"4","RPS16"
"RPS201",2.77148301592181e-14,0.298911796218544,0.913,0.498,8.19028660865213e-10,"4","RPS20"
"RPL182",3.73283060513964e-14,0.48772331398168,0.969,0.55,1.10312610043087e-09,"4","RPL18"
"TMSB102",7.27414236039752e-14,0.556006397718507,0.991,0.782,2.14965455034468e-09,"4","TMSB10"
"RPL62",2.38119329230239e-13,0.452157686972019,0.948,0.535,7.03690241741202e-09,"4","RPL6"
"RPS93",9.8115914298584e-13,0.425513962348198,0.956,0.537,2.89952149935176e-08,"4","RPS9"
"RPS210",7.57471172119504e-12,0.596842713376238,0.983,0.679,2.23847880784756e-07,"4","RPS2"
"RPL23A2",3.35486305102081e-11,0.304399151106562,0.948,0.507,9.9142912883767e-07,"4","RPL23A"
"COL1A2",7.96058747043884e-11,0.942739463520223,0.306,0.142,2.35251280926409e-06,"4","COL1A2"
"RPLP12",8.51604617688019e-11,0.557473913770028,0.991,0.85,2.51666196619163e-06,"4","RPLP1"
"RPS182",9.4388128539305e-11,0.49711108771705,1,0.728,2.78935797459354e-06,"4","RPS18"
"IRF11",1.60260929653562e-10,0.283580912370102,0.415,0.221,4.73603099312206e-06,"4","IRF1"
"RPL122",3.23097015573143e-10,0.439406540483504,0.934,0.582,9.54816300421751e-06,"4","RPL12"
"RPL132",8.48022995047971e-10,0.559091060590531,0.987,0.748,2.50607755496576e-05,"4","RPL13"
"RPL27A2",2.53101119511709e-09,0.273456139369015,0.926,0.501,7.47964428381002e-05,"4","RPL27A"
"NEAT12",4.25842637989039e-09,0.952042762550501,0.838,0.617,0.000125845016378521,"4","NEAT1"
"RPS211",1.74523870959806e-08,0.3534583232801,0.921,0.568,0.000515752943460418,"4","RPS21"
"RPS152",8.21188925894875e-08,0.472427305125328,0.987,0.631,0.00242677751380454,"4","RPS15"
"RPL282",1.44147688972725e-07,0.490380880203926,0.991,0.679,0.00425985250452196,"4","RPL28"
"RPS243",2.02942197771307e-07,0.384698510787516,0.956,0.639,0.00599734782853767,"4","RPS24"
"RPL412",6.40896868250111e-07,0.36312711718999,0.996,0.782,0.0189397842505273,"4","RPL41"
"PTMA2",1.43233149559442e-06,0.345882898458179,0.991,0.691,0.0423282603578063,"4","PTMA"
"LGALS11",2.74072060737662e-05,0.499985379436355,0.467,0.311,0.80993775389194,"4","LGALS1"
"RPS62",0.000153261975716691,0.339329489212226,0.965,0.649,1,"4","RPS6"
"RPS3A2",0.000191622791951411,0.251996376917307,0.952,0.642,1,"4","RPS3A"
"COL3A1",0.000497950523112934,0.892565456788395,0.262,0.165,1,"4","COL3A1"
"RPS122",0.00135621304745853,0.253510754573354,0.983,0.738,1,"4","RPS12"
"JCHAIN",0,4.92634160065309,0.67,0.043,0,"5","JCHAIN"
"IGHG2",0,4.29858614197759,0.49,0.02,0,"5","IGHG2"
"MZB1",0,3.44467185907553,0.955,0.024,0,"5","MZB1"
"DERL3",0,2.94905868869755,0.9,0.016,0,"5","DERL3"
"FKBP11",0,2.41084017771581,0.885,0.062,0,"5","FKBP11"
"JSRP1",0,2.1908844772614,0.585,0.004,0,"5","JSRP1"
"IGLV3-1",0,1.7320370962133,0.33,0.001,0,"5","IGLV3-1"
"TXNDC5",0,1.35213069829457,0.75,0.03,0,"5","TXNDC5"
"SLAMF7",0,1.07656678682315,0.65,0.03,0,"5","SLAMF7"
"PRDX4",0,1.07520851995643,0.735,0.056,0,"5","PRDX4"
"FCRL5",0,1.03942296106111,0.68,0.023,0,"5","FCRL5"
"LINC02362",0,0.973583423010458,0.485,0.002,0,"5","LINC02362"
"RRBP11",0,0.963539386496446,0.78,0.065,0,"5","RRBP1"
"SPAG4",0,0.781996949733851,0.465,0.008,0,"5","SPAG4"
"TNFRSF17",0,0.733324834292685,0.51,0.004,0,"5","TNFRSF17"
"SEL1L",0,0.660760268754774,0.6,0.038,0,"5","SEL1L"
"POU2AF1",0,0.660348480415564,0.515,0.02,0,"5","POU2AF1"
"CPNE5",0,0.588009087972518,0.41,0.014,0,"5","CPNE5"
"SIL1",0,0.552000268221553,0.535,0.025,0,"5","SIL1"
"BHLHE41",0,0.526155008419762,0.45,0.021,0,"5","BHLHE41"
"CD38",0,0.522609983842134,0.46,0.014,0,"5","CD38"
"SDC1",0,0.488324936515038,0.535,0.019,0,"5","SDC1"
"ITGA6",0,0.485506053027689,0.415,0.018,0,"5","ITGA6"
"PDK1",0,0.467139249844576,0.5,0.022,0,"5","PDK1"
"MEI1",0,0.453488673621059,0.44,0.019,0,"5","MEI1"
"ST6GALNAC4",0,0.443880344370602,0.435,0.018,0,"5","ST6GALNAC4"
"AC012236.1",0,0.423776545136714,0.305,0.002,0,"5","AC012236.1"
"GAS6",0,0.414930858163188,0.435,0.015,0,"5","GAS6"
"FKBP2",0,0.406273919885135,0.41,0.012,0,"5","FKBP2"
"RASSF6",0,0.390917113109462,0.38,0.013,0,"5","RASSF6"
"KCNN3",0,0.388473168777686,0.285,0.001,0,"5","KCNN3"
"MEF2B",0,0.359161535934379,0.345,0.007,0,"5","MEF2B"
"CHPF",0,0.250305612863993,0.34,0.012,0,"5","CHPF"
"CREB3L2",2.57302454052735e-277,0.56768881424507,0.515,0.032,7.60380212216642e-273,"5","CREB3L2"
"CRELD2",2.52728134528757e-275,0.542064296122141,0.59,0.043,7.46862183159382e-271,"5","CRELD2"
"MANEA",7.13799837167194e-274,0.342167618100432,0.315,0.012,2.10942127879649e-269,"5","MANEA"
"ANKRD28",6.4261966125509e-271,1.73461334248847,0.77,0.075,1.89906962294104e-266,"5","ANKRD28"
"STARD5",1.96071793893861e-266,0.580952733500458,0.29,0.01,5.79431365315137e-262,"5","STARD5"
"ITM2C",3.43063020790881e-265,0.712105229726217,0.63,0.05,1.01381983904121e-260,"5","ITM2C"
"ARSA",2.34161750351138e-262,0.291773536644934,0.36,0.017,6.91994804637684e-258,"5","ARSA"
"ERLEC1",2.53323951468561e-256,0.58831453185775,0.57,0.043,7.48622941379891e-252,"5","ERLEC1"
"SRPRB",6.64909810063252e-252,0.302944880987497,0.55,0.04,1.96494147069892e-247,"5","SRPRB"
"CCDC144A",4.16426990795545e-250,1.45553457712306,0.445,0.027,1.23062504319899e-245,"5","CCDC144A"
"IGLC1",3.17359383061411e-248,5.4525459087116,0.8,0.083,9.37860448823082e-244,"5","IGLC1"
"CD79A1",7.14489024708418e-247,1.00808079828258,0.705,0.067,2.11145796581832e-242,"5","CD79A"
"PLPP5",1.0606817810878e-242,0.307842507791338,0.63,0.053,3.13452679947068e-238,"5","PLPP5"
"CCPG1",2.31467636889815e-242,0.40200600558619,0.6,0.049,6.84033160536781e-238,"5","CCPG1"
"CEP128",9.60594290038611e-242,0.406171199386211,0.25,0.009,2.8387482459221e-237,"5","CEP128"
"GAB1",7.61903410173304e-239,0.311444110438643,0.27,0.01,2.25157695774415e-234,"5","GAB1"
"SDF2L1",2.19587726734512e-236,0.817586245190533,0.715,0.074,6.48925650045831e-232,"5","SDF2L1"
"PTP4A3",1.81517588194876e-234,0.735512825139577,0.3,0.013,5.36420776633496e-230,"5","PTP4A3"
"ZBTB38",5.24637512097882e-233,1.05863366877593,0.685,0.067,1.55040877575166e-228,"5","ZBTB38"
"CPEB4",5.07020438716936e-228,0.836124518087776,0.67,0.065,1.49834680049629e-223,"5","CPEB4"
"SELENOS",3.0081858840665e-223,0.761400151235846,0.76,0.086,8.88979092459331e-219,"5","SELENOS"
"IGHGP",5.82904513469672e-220,3.65072288082948,0.455,0.033,1.72259941820557e-215,"5","IGHGP"
"RAB30",7.98590632610192e-219,0.994333742790626,0.485,0.037,2.35999503748964e-214,"5","RAB30"
"CDK14",1.88937076728596e-214,0.767140658729332,0.32,0.016,5.58346849148346e-210,"5","CDK14"
"COBLL11",2.84199846433332e-213,0.574436613630301,0.465,0.034,8.39867386179782e-209,"5","COBLL1"
"TXNDC15",3.08650138167413e-195,0.374184627724659,0.44,0.033,9.12122888312338e-191,"5","TXNDC15"
"SEC11C",4.47093509144521e-195,1.38515164698552,0.76,0.106,1.32125073822389e-190,"5","SEC11C"
"XBP1",7.02146680726517e-191,1.57139286834631,0.895,0.15,2.074983870883e-186,"5","XBP1"
"ZBP1",1.2365728155795e-189,0.343841267240438,0.29,0.015,3.65431998460055e-185,"5","ZBP1"
"CHST2",2.83840331069514e-189,0.372508815343581,0.25,0.011,8.38804946376628e-185,"5","CHST2"
"TMEM19",5.5747469297905e-187,0.265925211960026,0.28,0.014,1.64744921269169e-182,"5","TMEM19"
"NUCB2",2.65725169318594e-184,0.292288924335187,0.585,0.06,7.8527102037031e-180,"5","NUCB2"
"HSPA1L",2.27587406374517e-183,0.627192932754821,0.32,0.019,6.72566303317974e-179,"5","HSPA1L"
"PECAM11",1.40002490788662e-176,0.262074264156547,0.355,0.024,4.13735360778655e-172,"5","PECAM1"
"TMEM208",1.75421371879217e-175,0.311863110272801,0.615,0.068,5.18405238177461e-171,"5","TMEM208"
"CASP10",6.35332304617757e-175,0.36200365754553,0.265,0.014,1.8775340266064e-170,"5","CASP10"
"ST6GAL11",1.37922761132145e-171,0.400768857787442,0.515,0.05,4.07589343697715e-167,"5","ST6GAL1"
"HSH2D",2.70264549945868e-171,0.528626461411023,0.36,0.026,7.98685798000029e-167,"5","HSH2D"
"LINC01480",1.01386145943917e-169,1.18035920214484,0.3,0.018,2.99616338493462e-165,"5","LINC01480"
"LMAN1",1.33012728027702e-169,0.452929497651203,0.685,0.087,3.93079213867465e-165,"5","LMAN1"
"TRIB1",2.00785381894424e-168,0.665978000003764,0.585,0.066,5.93360960574401e-164,"5","TRIB1"
"ICAM2",5.0021771015058e-168,0.317886559531469,0.415,0.034,1.47824337703699e-163,"5","ICAM2"
"FNDC3A1",9.50013954184381e-167,0.368341462008059,0.54,0.056,2.80748123740568e-162,"5","FNDC3A"
"PIM2",1.29818372681736e-165,0.512924956211146,0.62,0.073,3.83639254949065e-161,"5","PIM2"
"BLNK",1.90002801457971e-162,0.311295681281626,0.3,0.019,5.61496278868595e-158,"5","BLNK"
"IGHG1",8.32087763760861e-162,6.05833026279643,0.665,0.105,2.4589857594661e-157,"5","IGHG1"
"FCRL2",2.20851516216776e-161,0.292316972670448,0.275,0.016,6.52660400723816e-157,"5","FCRL2"
"TOR3A",1.23154947984077e-160,0.415083783733094,0.475,0.046,3.63947502282543e-156,"5","TOR3A"
"FBXW7",3.26746856827195e-159,0.583918267288687,0.565,0.064,9.65602311295728e-155,"5","FBXW7"
"SSR4",1.3070399834309e-157,2.81157091175096,0.98,0.287,3.86256455903499e-153,"5","SSR4"
"SEL1L3",1.85375051986695e-155,0.35064018726337,0.44,0.041,5.47820353631081e-151,"5","SEL1L3"
"MYDGF1",7.60675888400852e-155,0.436708297708758,0.695,0.098,2.2479493854022e-150,"5","MYDGF"
"UBE2J11",8.17438187134034e-154,0.37672162606812,0.59,0.071,2.4156933306185e-149,"5","UBE2J1"
"AC007952.4",2.02809891560858e-151,0.90114247648219,0.63,0.083,5.99343791540648e-147,"5","AC007952.4"
"ANKRD36",2.90143878245585e-149,0.477708327831516,0.405,0.036,8.57433188991352e-145,"5","ANKRD36"
"MEF2C1",2.25665557998964e-147,0.357606634548318,0.575,0.069,6.66886856998539e-143,"5","MEF2C"
"TENT5C1",9.87424847620594e-144,0.645366875178831,0.67,0.094,2.91803790968838e-139,"5","TENT5C"
"PRDM11",4.10003351780808e-143,0.781215368845052,0.63,0.086,1.21164190518264e-138,"5","PRDM1"
"U62317.4",1.02293809891483e-142,0.34075028220009,0.31,0.023,3.02298666991311e-138,"5","U62317.4"
"SEC24A",3.66401698146405e-141,0.335933139161319,0.36,0.031,1.08279029836226e-136,"5","SEC24A"
"DNAJC11",1.76651625203227e-140,0.367995792588876,0.58,0.073,5.22040882800576e-136,"5","DNAJC1"
"SPCS3",2.89288996158745e-139,0.53747524883604,0.765,0.13,8.54906841448325e-135,"5","SPCS3"
"KLF13",1.41818062975932e-136,0.360836800587915,0.55,0.068,4.19100739706474e-132,"5","KLF13"
"LAX1",1.30977110961565e-134,0.314134749654366,0.31,0.024,3.87063558313618e-130,"5","LAX1"
"LIME11",1.41634071138762e-133,0.471056857748804,0.63,0.087,4.18557007029269e-129,"5","LIME1"
"SSR31",1.76836094089729e-129,0.500148336755648,0.735,0.13,5.22586025253969e-125,"5","SSR3"
"ADA21",1.72550889559919e-128,0.360434550142369,0.355,0.033,5.09922388827474e-124,"5","ADA2"
"IRF4",9.94715908455329e-128,0.434961686673282,0.425,0.046,2.93958445266719e-123,"5","IRF4"
"SELENOM1",1.36445598467119e-127,0.407530087530331,0.61,0.09,4.03224032590029e-123,"5","SELENOM"
"MANF",1.61386614015758e-126,0.485160845315122,0.615,0.093,4.76929721739369e-122,"5","MANF"
"TMEM107",3.48849489323277e-122,0.752154661821775,0.515,0.068,1.03092001084815e-117,"5","TMEM107"
"CCDC69",6.39932616920154e-120,0.415269375608182,0.33,0.03,1.89112886952244e-115,"5","CCDC69"
"MBNL2",7.20105829790044e-120,0.33912856901502,0.46,0.055,2.12805674819554e-115,"5","MBNL2"
"ERN1",4.13677373466432e-119,0.642532594599325,0.595,0.089,1.222499374068e-114,"5","ERN1"
"AL021155.5",1.03375259639576e-118,0.833055007932695,0.435,0.052,3.05494567286875e-114,"5","AL021155.5"
"SPCS2",7.13816357234786e-115,0.672836242557142,0.785,0.169,2.10947009890024e-110,"5","SPCS2"
"HERPUD11",2.44798131848082e-113,1.37378491834109,0.935,0.253,7.23427439237452e-109,"5","HERPUD1"
"RABAC1",5.60456449028805e-112,0.632241013368563,0.74,0.148,1.65626089816992e-107,"5","RABAC1"
"DNAJB91",3.62724270628388e-111,0.309311621854312,0.615,0.098,1.07192276456101e-106,"5","DNAJB9"
"CD79B1",1.48067677678949e-109,0.38422014192101,0.41,0.048,4.37569601076831e-105,"5","CD79B"
"Z93241.1",1.00308013343766e-108,0.861339381720062,0.325,0.033,2.96430241033499e-104,"5","Z93241.1"
"TP53INP11",3.5036257003641e-107,0.446795894389606,0.46,0.061,1.0353914669716e-102,"5","TP53INP1"
"CD272",2.79270384959213e-106,0.73047195902892,0.5,0.073,8.25299841631465e-102,"5","CD27"
"CYTOR1",3.99378255588904e-106,1.82624977264982,0.725,0.149,1.18024262091633e-101,"5","CYTOR"
"VSIR1",9.64528366956424e-104,0.302312959489174,0.45,0.059,2.85037423002962e-99,"5","VSIR"
"POU2F21",1.42819682691933e-99,0.442258951578794,0.405,0.051,4.22060726291202e-95,"5","POU2F2"
"PRCC",1.58973078646704e-99,0.37154897726002,0.29,0.028,4.6979724201674e-95,"5","PRCC"
"MIR29B2CHG1",1.2465280286766e-98,0.590485378215825,0.38,0.047,3.68373963034509e-94,"5","MIR29B2CHG"
"RALGPS21",3.58942207009816e-97,0.257923837207863,0.47,0.067,1.06074601015541e-92,"5","RALGPS2"
"KLHL6",3.36193417076647e-96,0.456240555756899,0.385,0.049,9.93518786144907e-92,"5","KLHL6"
"FAM30A",3.49374865648529e-96,0.611846902485447,0.25,0.022,1.03247260296453e-91,"5","FAM30A"
"HIST1H2BG",7.43473825716161e-93,0.722563228868866,0.29,0.03,2.1971138497564e-88,"5","HIST1H2BG"
"GOLGB1",1.3470451574075e-88,0.503321933543857,0.74,0.158,3.98078784917065e-84,"5","GOLGB1"
"FAM214A",3.48660518206388e-88,0.306039336253985,0.415,0.059,1.03036156340352e-83,"5","FAM214A"
"AKAP91",3.52308657760995e-84,0.294585565366885,0.715,0.153,1.04114254541529e-79,"5","AKAP9"
"IGHG4",4.68454417779803e-83,4.7431204699097,0.585,0.122,1.38437649542288e-78,"5","IGHG4"
"TCF252",1.12212634168486e-82,0.259962512037614,0.68,0.142,3.31610776494709e-78,"5","TCF25"
"TIFA",8.2338350143778e-82,0.282237226131874,0.425,0.064,2.43326292344893e-77,"5","TIFA"
"EHMT1",5.31105408583716e-81,0.373553950147855,0.33,0.043,1.5695227034466e-76,"5","EHMT1"
"SPCS1",2.71431116074053e-78,0.30903241154298,0.71,0.17,8.02133234222041e-74,"5","SPCS1"
"NMRK1",1.76528929543206e-76,0.325502708983548,0.33,0.044,5.21678292586083e-72,"5","NMRK1"
"RASGRP3",5.74572346276553e-76,0.31550807956488,0.265,0.03,1.69797619771647e-71,"5","RASGRP3"
"IL10RA1",3.00132875890426e-74,0.26473309628309,0.48,0.085,8.86952674831387e-70,"5","IL10RA"
"AC239799.2",5.64665765560643e-72,0.280513920288189,0.27,0.033,1.66870027038481e-67,"5","AC239799.2"
"PIK3CG",1.46327160593232e-70,0.323014754035964,0.275,0.034,4.3242602498512e-66,"5","PIK3CG"
"HSP90B11",6.86391455690383e-70,0.74251737303888,0.93,0.318,2.02842402985622e-65,"5","HSP90B1"
"MTRNR2L124",2.21056362948701e-69,0.942233297558328,0.97,0.299,6.53265763786002e-65,"5","MTRNR2L12"
"H1FX1",8.82213165303056e-67,0.488347029008479,0.725,0.189,2.60711634610359e-62,"5","H1FX"
"BTG21",3.48845544566199e-66,0.680827364910833,0.865,0.254,1.03090835330203e-61,"5","BTG2"
"CYBA2",2.23779876873018e-64,0.801421894786825,0.94,0.349,6.61314292135142e-60,"5","CYBA"
"SEC61B",5.71343408152548e-63,0.29558293258268,0.755,0.226,1.68843403977241e-58,"5","SEC61B"
"ISG202",1.18399715607818e-61,0.416435543437986,0.77,0.209,3.49894839564223e-57,"5","ISG20"
"PPP1R102",6.74535969264635e-61,0.267467250019295,0.635,0.156,1.99338869637085e-56,"5","PPP1R10"
"IGHG31",1.08576364021131e-59,4.95448311596093,0.825,0.366,3.20864870955245e-55,"5","IGHG3"
"CFLAR1",1.31770203942275e-59,0.254390888949772,0.73,0.197,3.89407306690211e-55,"5","CFLAR"
"SLC5A3",5.83130887699724e-59,0.508680415706935,0.59,0.145,1.72326839933022e-54,"5","SLC5A3"
"GADD45A1",1.06450441570314e-54,0.571164231175654,0.6,0.16,3.14582344928591e-50,"5","GADD45A"
"IKZF32",1.17148503248858e-54,0.404612786952343,0.385,0.074,3.46197256801025e-50,"5","IKZF3"
"XIST1",1.14354746295734e-50,0.81642677933865,0.67,0.2,3.37941146253153e-46,"5","XIST"
"ANKRD371",1.44460621022725e-48,0.348045452682719,0.545,0.145,4.26910027246358e-44,"5","ANKRD37"
"IGKC",1.13806622918289e-47,5.983148689576,0.97,0.75,3.36321332048129e-43,"5","IGKC"
"IRF12",1.05218918246796e-44,0.302370449197527,0.71,0.219,3.10942947202931e-40,"5","IRF1"
"HIST1H1C1",1.17820271953614e-43,0.393683645377323,0.46,0.118,3.48182467677319e-39,"5","HIST1H1C"
"DNAJB41",7.71185534762756e-40,0.468192343030103,0.53,0.155,2.2790074923309e-35,"5","DNAJB4"
"PTPN71",4.1446974657699e-36,0.260284846862987,0.33,0.076,1.22484099508432e-31,"5","PTPN7"
"EIF4E1",8.02452277865881e-35,0.740718691606813,0.335,0.081,2.37140697154925e-30,"5","EIF4E"
"IGLC2",1.34532664503137e-31,6.54052142541465,0.7,0.297,3.9757093013967e-27,"5","IGLC2"
"IGHM",7.35535791228304e-31,6.0759158159469,0.56,0.212,2.17365537023788e-26,"5","IGHM"
"PPP1R15A1",5.456681493291e-30,0.46657369251661,0.92,0.392,1.61255851489736e-25,"5","PPP1R15A"
"MT-ND5",8.49525468920984e-30,0.328678169286548,0.975,0.413,2.51051766575529e-25,"5","MT-ND5"
"IGLC3",1.3977486910416e-29,5.88506236525061,0.41,0.134,4.13062693176613e-25,"5","IGLC3"
"PDE4B3",2.17367117802558e-29,0.303816825880599,0.515,0.172,6.4236330653012e-25,"5","PDE4B"
"BIRC32",6.17986153728462e-28,0.42936127233845,0.625,0.232,1.82627268149835e-23,"5","BIRC3"
"AC243960.11",9.66511038156336e-26,0.376737750162534,0.25,0.062,2.8562334199596e-21,"5","AC243960.1"
"IGHA1",1.18523558898881e-25,5.2126882727263,0.745,0.339,3.50260821257972e-21,"5","IGHA1"
"HSPA61",1.85184380371069e-20,0.766190003814684,0.825,0.418,5.47256880872582e-16,"5","HSPA6"
"HSPB1",1.66106201526025e-11,0.498525072987142,0.935,0.569,4.90877046749709e-07,"5","HSPB1"
"HSPD12",5.17277522862701e-09,0.385646217389408,0.93,0.516,0.000152865853556385,"5","HSPD1"
"HSPA1B1",1.2505493860007e-06,0.36066596409298,1,0.729,0.0369562354550928,"5","HSPA1B"
"JUN1",0.000268191846314481,0.411436839665697,0.985,0.685,1,"5","JUN"
"MALAT12",0.00488053349983588,0.629902859894205,1,1,1,"5","MALAT1"
"JCHAIN1",0,2.76650719255143,0.976,0.045,0,"6","JCHAIN"
"IL3RA1",0,2.72163418499944,0.941,0.014,0,"6","IL3RA"
"CLIC3",0,2.49215910272706,0.882,0.023,0,"6","CLIC3"
"EGLN3",0,2.44440379205076,0.753,0.014,0,"6","EGLN3"
"SCT",0,2.14115228897931,0.765,0.002,0,"6","SCT"
"PLD4",0,1.95496051693537,0.835,0.008,0,"6","PLD4"
"LILRA4",0,1.94370475228873,0.824,0.002,0,"6","LILRA4"
"SLC15A4",0,1.93430680434205,0.859,0.024,0,"6","SLC15A4"
"POLB",0,1.83281309836708,0.824,0.035,0,"6","POLB"
"TSPAN13",0,1.78683793353208,0.918,0.035,0,"6","TSPAN13"
"SERPINF1",0,1.78677786917861,0.929,0.029,0,"6","SERPINF1"
"DERL31",0,1.73871129511617,0.812,0.02,0,"6","DERL3"
"TCL1A",0,1.71834116698896,0.447,0.004,0,"6","TCL1A"
"OPN3",0,1.55354714414291,0.671,0.021,0,"6","OPN3"
"LRRC26",0,1.53253659809875,0.659,0.002,0,"6","LRRC26"
"SMPD3",0,1.53068982477487,0.765,0.002,0,"6","SMPD3"
"LILRB41",0,1.52439591719591,0.871,0.022,0,"6","LILRB4"
"PTCRA",0,1.487090359755,0.671,0.001,0,"6","PTCRA"
"MZB11",0,1.4557484649353,0.824,0.029,0,"6","MZB1"
"RUBCN",0,1.39702983596444,0.788,0.032,0,"6","RUBCN"
"MYBL2",0,1.23439368892552,0.576,0.01,0,"6","MYBL2"
"LINC00996",0,1.21459595173381,0.541,0.005,0,"6","LINC00996"
"CHAF1A",0,1.14920347858688,0.553,0.012,0,"6","CHAF1A"
"PPP1R14A",0,1.11177637898511,0.412,0.006,0,"6","PPP1R14A"
"DNASE1L3",0,1.11014937516858,0.459,0.002,0,"6","DNASE1L3"
"CSF2RB",0,1.07117081179473,0.565,0.012,0,"6","CSF2RB"
"SHD",0,1.06387836422409,0.553,0,0,"6","SHD"
"ARID3A",0,1.04949342673524,0.576,0.017,0,"6","ARID3A"
"CLEC4C",0,1.04501464219978,0.529,0,0,"6","CLEC4C"
"ZFAT",0,1.04359554227017,0.506,0.005,0,"6","ZFAT"
"MAP1A",0,1.0066614038965,0.471,0.006,0,"6","MAP1A"
"MPEG11",0,0.976815347862569,0.588,0.016,0,"6","MPEG1"
"AC104024.1",0,0.976014089125013,0.282,0.003,0,"6","AC104024.1"
"RGS13",0,0.877183663151151,0.482,0.01,0,"6","RGS13"
"LAMP5",0,0.871218606512854,0.506,0.001,0,"6","LAMP5"
"SLC32A1",0,0.852794228084164,0.412,0,0,"6","SLC32A1"
"PHEX",0,0.767050501045043,0.447,0.003,0,"6","PHEX"
"PACSIN1",0,0.762875123593986,0.459,0.001,0,"6","PACSIN1"
"LINC02812",0,0.743558730642365,0.353,0.001,0,"6","LINC02812"
"AC023590.1",0,0.729675923207137,0.376,0.003,0,"6","AC023590.1"
"P2RY6",0,0.679046839486191,0.318,0.004,0,"6","P2RY6"
"AL591115.1",0,0.580903679675515,0.259,0.001,0,"6","AL591115.1"
"CIB2",0,0.560678328443765,0.4,0.007,0,"6","CIB2"
"SMIM5",0,0.544366129581544,0.306,0.001,0,"6","SMIM5"
"GLT1D1",0,0.530559096284764,0.306,0.002,0,"6","GLT1D1"
"NME8",0,0.460854264916397,0.259,0.001,0,"6","NME8"
"AC007381.1",0,0.440605168155735,0.271,0.001,0,"6","AC007381.1"
"SCN9A",0,0.409018623723561,0.294,0.004,0,"6","SCN9A"
"IRF41",2.87499075768119e-304,2.39889030686353,0.906,0.046,8.49617268709945e-300,"6","IRF4"
"GAS61",6.98344721504855e-302,0.862891828487596,0.565,0.017,2.06374832099115e-297,"6","GAS6"
"SEMA7A",2.83462229250487e-300,1.18238481642016,0.694,0.026,8.3768757988104e-296,"6","SEMA7A"
"THEMIS21",4.61985427300041e-287,1.54522186404168,0.788,0.036,1.36525933475708e-282,"6","THEMIS2"
"SLC7A11",4.85046091912972e-277,1.08793748545998,0.4,0.009,1.43340821082121e-272,"6","SLC7A11"
"TNFRSF21",1.50896786380803e-264,0.537064493789644,0.435,0.011,4.4593018311255e-260,"6","TNFRSF21"
"MMP23B",1.53341555371094e-264,0.462707991628703,0.271,0.004,4.53154964432657e-260,"6","MMP23B"
"CD361",8.18025828999372e-264,0.968685246299612,0.482,0.014,2.41742992985894e-259,"6","CD36"
"SUSD1",8.02095491788086e-263,0.591825523776964,0.318,0.006,2.37035259733215e-258,"6","SUSD1"
"GZMB1",8.97939512188635e-263,4.79367565177085,1,0.07,2.65359084641986e-258,"6","GZMB"
"C12orf75",1.27598438312968e-255,1.82441009918299,0.894,0.052,3.77078904902482e-251,"6","C12orf75"
"NIBAN3",1.94847947550089e-247,0.589004527206461,0.4,0.01,5.75814654600022e-243,"6","NIBAN3"
"PALD1",2.98159363146729e-246,0.426677295633477,0.259,0.004,8.81120549971213e-242,"6","PALD1"
"GNA151",1.7804301894581e-244,1.80877196142103,0.859,0.05,5.26152729588657e-240,"6","GNA15"
"CHML",4.21474122996213e-244,1.74723299355762,0.671,0.03,1.24554032827841e-239,"6","CHML"
"TCF42",2.12363964881774e-243,2.47536622706099,0.976,0.068,6.27577989018618e-239,"6","TCF4"
"SPIB1",3.94950800780321e-237,1.6859688327195,0.729,0.037,1.16715860646601e-232,"6","SPIB"
"NEK8",1.10312056196398e-234,0.641745894016022,0.341,0.008,3.25994188471597e-230,"6","NEK8"
"P2RY14",3.17515531244221e-232,0.800948579269225,0.294,0.006,9.38321897932923e-228,"6","P2RY14"
"PLAC81",3.28753120165002e-232,2.30506880593965,0.941,0.066,9.71531220711614e-228,"6","PLAC8"
"ITM2C1",8.26213109561953e-229,1.75476872172438,0.847,0.052,2.44162498137748e-224,"6","ITM2C"
"SLAMF71",1.23593115847089e-226,1.20976518260679,0.682,0.033,3.65242375951317e-222,"6","SLAMF7"
"TNNI2",9.1092221899679e-221,0.558514367450433,0.306,0.007,2.69195734157931e-216,"6","TNNI2"
"HVCN1",4.68594589651503e-219,0.971880006459126,0.576,0.024,1.38479073133812e-214,"6","HVCN1"
"GRAMD1B",7.45041926475338e-212,0.957485767657327,0.529,0.021,2.20174790111992e-207,"6","GRAMD1B"
"VASH2",3.70042359042369e-211,0.386052622093857,0.282,0.006,1.09354917944201e-206,"6","VASH2"
"IRF7",6.87050867403346e-207,2.81131181765858,0.941,0.076,2.03037272335037e-202,"6","IRF7"
"BCL11A1",1.08697778749945e-204,1.13547283084881,0.776,0.047,3.21223675761838e-200,"6","BCL11A"
"MGST2",2.91650290885555e-204,0.572833916386683,0.518,0.021,8.61884939624993e-200,"6","MGST2"
"SEL1L31",6.97248295543623e-204,1.18481139758567,0.729,0.042,2.06050816299052e-199,"6","SEL1L3"
"RNASE61",1.06515656411498e-203,0.832053765446341,0.6,0.028,3.14775067827259e-199,"6","RNASE6"
"NRROS",6.63845757552281e-203,0.441446975388665,0.282,0.006,1.9617969827185e-198,"6","NRROS"
